mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_15987,CCC1OCC11CC1,3.61634,1.49098,1.20921,1.6506,75.38,-0.2388,0.0763,0.3151,1076.8973,0.176494,-348.975551,-348.967166,-348.966222,-349.008537,31.27
gdb_103650,CCC1(C)CC(C)C=C1,3.09527,0.97766,0.9768,0.1312,94.76,-0.235,0.0273,0.2624,1446.6774,0.228315,-352.382685,-352.372504,-352.37156,-352.417512,39.256
gdb_112875,CCC1CC(C)NC1=O,2.45221,1.2559,1.00895,3.6963,82.69,-0.234,0.0366,0.2706,1304.7567,0.19508,-404.412585,-404.40297,-404.402026,-404.44744,35.852
gdb_19152,CCC1(CN1)C1CO1,3.69996,1.51794,1.24299,2.4124,71.07,-0.2409,0.0701,0.311,1033.9005,0.165041,-365.012621,-365.004224,-365.00328,-365.045879,30.979
gdb_98035,OCC(=O)C#CC1CN1,6.05006,0.5819,0.55359,3.2523,82.24,-0.2618,-0.0679,0.194,1933.5298,0.122724,-437.835809,-437.826464,-437.82552,-437.871728,32.199
gdb_1678,CCN(C)C(=O)C,3.73261,2.12277,1.52532,3.4689,65.39,-0.2314,0.0367,0.2681,865.2535,0.158517,-327.013853,-327.004948,-327.004004,-327.047524,30.639
gdb_71251,CC12CC3CC1(O)CN23,2.22545,2.08815,1.63743,1.8648,77.78,-0.2208,0.0707,0.2915,946.2751,0.17191,-403.103312,-403.095497,-403.094553,-403.134927,32.009
gdb_9633,CC1(CC1CO)C#N,3.98429,1.18884,1.07895,4.8404,69.92,-0.2786,0.0338,0.3123,1123.6603,0.140968,-363.86084,-363.851962,-363.851018,-363.894367,31.676
gdb_4317,NC1=NC(=N)OC=N1,4.17832,2.04972,1.37513,4.0153,61.44,-0.2344,-0.0466,0.1878,815.3772,0.085843,-410.888423,-410.881663,-410.880719,-410.919513,24.661
gdb_61688,CC(CC=O)(C#C)C#N,2.24647,1.18187,0.96433,3.2503,75.65,-0.2664,-0.0445,0.2219,1255.6283,0.120045,-400.730167,-400.72021,-400.719266,-400.76551,34.872
gdb_131056,c1c(con1)CNC=O,3.86736,1.05951,0.89352,4.463,66.64,-0.2574,-0.0157,0.2417,1237.7517,0.11374,-453.958245,-453.950259,-453.949315,-453.992145,28.108
gdb_118528,CCOC(CC)CC#C,1.662,1.2225,0.75665,0.7794,88.66,-0.2382,0.0515,0.2897,1587.7981,0.201719,-388.260434,-388.248904,-388.24796,-388.298248,40.79
gdb_109721,CC#CC1C(O)C1CO,2.54853,0.95444,0.88471,3.0646,81.27,-0.24,0.0374,0.2774,1440.3458,0.157162,-422.979992,-422.96971,-422.968766,-423.01637,36.323
gdb_28275,Cc1[nH]c2c[nH]cc2n1,5.25149,1.2702,1.02937,3.2156,79.91,-0.1781,0.0205,0.1986,1119.0573,0.127267,-396.982955,-396.97536,-396.974415,-397.014774,29.385
gdb_8144,CC1=CC2CC2(C)C1,4.0948,1.5974,1.34458,0.2877,81.12,-0.2139,0.0291,0.2431,1007.174,0.177264,-311.88323,-311.875302,-311.874357,-311.91484,31.262
gdb_70226,OC12CC1OC(=O)OC2,3.74326,1.34982,1.16098,5.4039,61.37,-0.2724,0.0277,0.3001,1026.3619,0.112452,-494.915322,-494.907803,-494.906859,-494.947311,28.752
gdb_103883,CCC1(C)OC1CC#N,3.43522,0.84261,0.76422,5.1547,80.45,-0.2773,0.0317,0.309,1548.2915,0.168444,-403.156151,-403.145939,-403.144995,-403.192273,36.37
gdb_104550,CCC1(CC(=O)O1)C#C,2.4478,1.31259,1.03784,4.0535,74.91,-0.2734,0.006,0.2794,1197.8176,0.13333,-421.825853,-421.816837,-421.815892,-421.859678,33.401
gdb_125890,CC1CC1N1N=CN=N1,3.68593,1.19773,1.17473,2.8822,74.26,-0.2734,-0.024,0.2494,1117.7481,0.13765,-414.161938,-414.154141,-414.153197,-414.195317,28.581
gdb_81631,OC1C2CC1C2OC=N,4.17567,0.93593,0.85096,2.7493,75.67,-0.2563,0.0227,0.279,1366.3523,0.147629,-439.021905,-439.013553,-439.012609,-439.055843,31.198
gdb_112611,CCC1(C)CC(C1)OC,3.40719,0.84722,0.80334,1.0744,89.91,-0.242,0.0802,0.3222,1611.3317,0.227092,-389.482053,-389.471408,-389.470464,-389.51757,39.881
gdb_46779,N=C1CCC2CC(C2)O1,2.71648,1.6625,1.30417,3.1622,79.56,-0.2498,0.0211,0.271,1037.1738,0.174201,-403.154535,-403.147146,-403.146202,-403.186225,30.209
gdb_108080,CC12C3CN1CC23CO,2.64591,1.4194,1.19827,2.4986,79.43,-0.2178,0.068,0.2858,1131.7067,0.170844,-403.069844,-403.061153,-403.060209,-403.103154,33.067
gdb_51193,O=CNC12CC3C(C1)C23,3.94005,1.25681,1.16468,3.6384,76.46,-0.241,0.027,0.268,1089.6782,0.14878,-401.920828,-401.913238,-401.912294,-401.953921,29.584
gdb_23310,CC1CC(=NO)C2OC12,3.09973,1.23737,0.96703,1.8653,75.9,-0.2455,-0.0014,0.2441,1220.7468,0.147301,-439.042473,-439.034168,-439.033224,-439.075363,31.874
gdb_115251,CCC1CNC(=N1)C#N,3.41197,0.99103,0.80076,4.8048,80.76,-0.2453,-0.0474,0.1979,1418.5836,0.148882,-398.158385,-398.149552,-398.148608,-398.192387,32.061
gdb_99693,CCC(C#CC)C(N)=O,1.86319,1.14119,0.73705,3.9029,84.86,-0.2348,0.0346,0.2694,1566.8496,0.168284,-403.171942,-403.160672,-403.159727,-403.210231,38.735
gdb_90141,CC1CC23OC12CC=C3,3.5102,1.49302,1.30283,1.9981,79.54,-0.228,0.0028,0.2308,1040.8873,0.159697,-385.851852,-385.844297,-385.843353,-385.883386,30.659
gdb_36065,C#CCC12C3C4C(C13)N24,4.9213,1.19816,1.12486,1.4744,75.91,-0.2173,0.0425,0.2598,1083.937,0.122985,-363.450385,-363.442959,-363.442014,-363.482606,28.961
gdb_117569,CCOC(C#N)C1CN1,1.87684,1.3243,0.86821,2.926,76.66,-0.2571,0.0086,0.2657,1375.1874,0.15839,-419.181373,-419.171605,-419.170661,-419.217023,34.185
gdb_118792,CC1(CCO)OC1C#N,4.81983,0.7546,0.71531,3.0977,73.83,-0.2767,-0.004,0.2727,1557.4005,0.145068,-439.073672,-439.063745,-439.062801,-439.109039,35.025
gdb_56990,NC(C#N)C1OC2CC12,3.0502,1.22399,0.98494,3.9875,72.05,-0.2577,0.0174,0.275,1191.5458,0.136405,-417.960938,-417.952612,-417.951668,-417.994231,31.146
gdb_63162,CC1(O)C2OCC=CC12,3.08591,1.35206,1.24776,0.6564,77.21,-0.2285,0.0114,0.2399,1088.5172,0.15866,-423.009058,-423.000564,-422.99962,-423.041662,33.055
gdb_5100,CN1C(=N)OC=C1C,3.39478,2.12077,1.32706,3.5481,68.35,-0.1835,0.0369,0.2204,905.2485,0.130382,-379.952276,-379.944101,-379.943157,-379.985291,29.168
gdb_7177,CC(CCO)OC=N,3.03278,1.05855,0.82688,2.6308,70.71,-0.2577,0.0223,0.28,1378.4362,0.163267,-402.195342,-402.185511,-402.184567,-402.230854,33.932
gdb_46230,O=C1CCC11NC1C#N,2.74421,1.36518,1.09558,6.9288,72.11,-0.2556,-0.0515,0.2041,1106.3748,0.11193,-416.791767,-416.783657,-416.782713,-416.82508,29.479
gdb_8584,N=C1OC23CC(C2)C13,5.1191,1.84973,1.75632,2.6617,67.5,-0.2653,0.0063,0.2717,776.2796,0.119704,-362.531266,-362.525365,-362.52442,-362.561016,24.277
gdb_14152,CC1OC11CCOC1,4.43227,1.49178,1.30224,2.4916,67.51,-0.2455,0.081,0.3266,985.7096,0.153789,-384.928827,-384.921116,-384.920171,-384.961059,28.777
gdb_118238,CCCC(C)CN1CC1,4.60719,0.61761,0.57229,0.9164,94.27,-0.2291,0.0876,0.3168,2058.7661,0.239243,-369.591225,-369.580143,-369.579199,-369.62823,40.385
gdb_127722,Cc1c(n(nn1)C)CO,2.15129,1.65564,0.99917,3.2824,75.55,-0.2438,-0.0047,0.2391,1188.6258,0.147409,-435.271013,-435.261483,-435.260539,-435.306181,33.122
gdb_95426,CC1CCC=C(C1)C=O,2.5588,1.19185,0.84466,3.5056,87.67,-0.2454,-0.0473,0.1981,1384.7429,0.183148,-387.138295,-387.129447,-387.128503,-387.171803,33.744
gdb_3542,C1OC2C3OC2C13,6.30607,3.03425,2.67506,1.4741,52.3,-0.2374,0.0693,0.3067,533.2109,0.103343,-344.377098,-344.372374,-344.371429,-344.405342,19.146
gdb_102447,COC(CO)C(=O)C#C,2.02639,1.28041,0.88281,2.0672,72.76,-0.258,-0.0688,0.1892,1316.4524,0.131996,-458.917449,-458.907243,-458.906299,-458.953247,35.446
gdb_57303,CC(C)(C(=O)C1CC1)O,2.8222,1.10474,1.0314,1.4884,79.97,-0.2331,-0.0173,0.2157,1304.552,0.179488,-424.24105,-424.230735,-424.229791,-424.276725,38.118
gdb_98873,COC(=O)C1COC=N1,4.32578,1.02834,0.93431,1.408,66.08,-0.2539,-0.005,0.2489,1254.6875,0.124681,-475.061395,-475.052841,-475.051897,-475.09612,29.213
gdb_130696,c1cnn2c1CNC2=O,3.29546,1.81034,1.17709,5.6068,69.19,-0.255,-0.0186,0.2364,956.8107,0.104757,-432.927753,-432.920924,-432.91998,-432.959892,25.206
gdb_49037,O=CC12OCC1C2C#C,2.72558,1.39214,1.11883,2.4908,74.27,-0.2449,-0.0474,0.1975,1089.8231,0.109992,-420.552077,-420.543857,-420.542913,-420.585049,30.257
gdb_102240,CCC(CC(C)=O)C#C,2.63867,0.90917,0.79258,2.659,84.91,-0.2456,-0.0112,0.2344,1570.3208,0.178133,-387.08766,-387.076591,-387.075647,-387.124856,39.145
gdb_1029,c1cnc([nH]1)C=O,8.35462,2.06683,1.65693,5.8712,57.43,-0.2477,-0.0592,0.1885,681.5642,0.080405,-339.479764,-339.47419,-339.473246,-339.509221,19.949
gdb_98103,COC(=O)C(=O)N1CC1,3.84032,1.07345,0.86349,1.7716,68.53,-0.251,-0.0524,0.1986,1311.8712,0.122521,-475.037721,-475.028433,-475.027489,-475.073151,31.419
gdb_7033,N=COC(=O)CC=O,6.45782,0.91543,0.839,2.2773,59.12,-0.2684,-0.0444,0.224,1277.4864,0.0926,-435.771957,-435.763578,-435.762633,-435.806664,27.308
gdb_89793,CC1CC2(CC2)C2CC12,2.933,1.34496,1.10443,0.2347,89.38,-0.2415,0.0873,0.3288,1217.6636,0.207374,-351.150168,-351.141798,-351.140854,-351.182639,34.331
gdb_30439,CN=C1OC(C)=CC=C1,2.62195,1.46714,0.95184,3.1238,87.91,-0.2008,-0.038,0.1628,1232.9692,0.147214,-401.991072,-401.982298,-401.981354,-402.024688,32.224
gdb_127270,Cn1cc(nn1)NC=O,4.01735,1.09743,0.8667,1.0796,71.33,-0.2304,-0.0062,0.2242,1264.254,0.113986,-450.154587,-450.146445,-450.1455,-450.188059,28.693
gdb_126337,CCc1conc1C#C,1.96148,1.74162,0.9861,3.2993,78.65,-0.2607,-0.0349,0.2258,1177.5656,0.123374,-400.716891,-400.708395,-400.70745,-400.75052,31.118
gdb_106492,CC1OC2CC1(CO)C2,2.37057,1.57159,1.22612,1.8566,77.51,-0.2372,0.0612,0.2984,1108.9754,0.183083,-424.20434,-424.195766,-424.194821,-424.237273,33.766
gdb_92655,CC1OC2COCCC12,2.4209,1.63644,1.36409,2.3562,77.36,-0.2341,0.0773,0.3114,1061.4687,0.184827,-424.216695,-424.208682,-424.207737,-424.249491,31.423
gdb_12926,COC1C2CCC12C,3.31887,1.67979,1.39112,1.0143,75.77,-0.235,0.0901,0.3251,1000.8202,0.176329,-348.969186,-348.960697,-348.959753,-349.001841,31.69
gdb_39695,C1CC11C2C3C2C2C3N12,3.7088,1.72538,1.5935,1.4966,77.95,-0.2245,0.0756,0.3001,900.8403,0.149708,-364.734568,-364.728305,-364.727361,-364.764822,27.171
gdb_20695,Cc1cnoc(=O)n1,3.90575,2.00714,1.33677,5.7594,59.27,-0.2743,-0.1042,0.1701,846.2787,0.082949,-414.661762,-414.654902,-414.653958,-414.693429,24.219
gdb_95387,OC1COC2COCC12,2.60073,1.65502,1.17149,2.3413,69.44,-0.2418,0.0563,0.2981,1058.8666,0.1617,-460.16121,-460.153428,-460.152484,-460.193735,29.987
gdb_41534,C1OC2=NCCCNC12,2.75103,1.64972,1.12371,3.8197,76.67,-0.2274,0.0228,0.2502,1089.1551,0.162812,-419.191102,-419.183453,-419.182509,-419.223333,29.752
gdb_77025,CN1C(CC#N)C1C#N,2.9212,1.08204,0.98159,2.5373,73.93,-0.2673,-0.0084,0.259,1225.2211,0.123448,-396.920441,-396.911337,-396.910393,-396.955062,31.884
gdb_58969,CC1=C(CCC1)C(C)C,2.20997,1.21491,0.9711,0.1805,96.62,-0.2147,0.0383,0.2531,1413.0298,0.228564,-352.392297,-352.381839,-352.380895,-352.427791,39.148
gdb_112118,CCC1C=CCCC1O,2.70453,1.20301,0.98315,1.3984,87.22,-0.2432,0.0195,0.2627,1328.6806,0.206739,-388.312619,-388.303204,-388.302259,-388.346634,36.337
gdb_28236,c1c2c(oc1N)OCC2,4.72335,1.23267,0.99554,0.8599,72.56,-0.1796,0.036,0.2157,1149.3198,0.12634,-437.897463,-437.889768,-437.888824,-437.930038,28.764
gdb_66425,CC12C3C1C1(O)C2C31C,2.82012,1.53636,1.25062,1.2882,80.08,-0.2124,0.0759,0.2882,1085.5444,0.156717,-385.787391,-385.778791,-385.777847,-385.819843,33.837
gdb_92646,CC1CC2CCOCC12,2.85248,1.35918,1.08427,1.3641,84.78,-0.2396,0.078,0.3176,1213.7941,0.208722,-388.289913,-388.281672,-388.280728,-388.322346,33.266
gdb_68789,CC12CC1(O)CC2(C)O,2.31717,1.44714,1.31747,1.2072,78.83,-0.2424,0.0699,0.3123,1120.3251,0.179705,-424.203185,-424.193423,-424.192478,-424.23668,38.117
gdb_18622,CC1C2COC(=N)N12,3.04847,2.30072,1.85448,4.0891,65.44,-0.2495,0.0311,0.2806,786.3335,0.132085,-379.913828,-379.906853,-379.905909,-379.944943,26.385
gdb_100324,OCC(O)(CO)C1CN1,2.11683,1.36236,1.05875,3.006,70.73,-0.2331,0.0574,0.2904,1217.0392,0.169611,-477.376939,-477.366801,-477.365857,-477.411763,37.296
gdb_74625,CC1=CC2C3OC1C23O,3.04803,1.46068,1.40721,0.824,73.59,-0.2214,0.0061,0.2275,1008.7128,0.135451,-421.778621,-421.771048,-421.770103,-421.810235,30.301
gdb_63050,CC1(C)C2CC3CC1N23,2.77999,1.57761,1.57287,1.6998,84.16,-0.2177,0.08,0.2978,1024.4447,0.195611,-367.167091,-367.159118,-367.158174,-367.198797,32.839
gdb_8822,CNC(=O)C(C)C#N,2.83879,1.63893,1.10202,0.9774,66.79,-0.2655,0.0126,0.278,1064.3945,0.129517,-379.97498,-379.965721,-379.964776,-380.010229,31.272
gdb_122265,C#CC1(CC1)OCCO,2.75892,1.01989,0.81816,1.8064,78.76,-0.2485,0.0315,0.28,1424.4365,0.15626,-422.960226,-422.950423,-422.949479,-422.995667,36.075
gdb_99426,C#CC(CN)(C#N)C#N,1.74761,1.47534,1.28202,5.2186,72.14,-0.2716,-0.0123,0.2592,1106.4282,0.09866,-395.689821,-395.680047,-395.679103,-395.724509,33.938
gdb_102880,CN=C(NCC#N)OC,2.65578,0.91558,0.69678,2.8394,76.98,-0.2365,0.0145,0.251,1576.5621,0.145958,-435.274178,-435.263667,-435.262723,-435.311113,35.399
gdb_41406,C1NC23COC2COC13,2.563,1.99667,1.41719,2.0626,70.5,-0.2275,0.058,0.2855,943.6506,0.149818,-439.035757,-439.028648,-439.027704,-439.067412,28.008
gdb_17282,OC1CC1CC1CC1,4.64107,1.05567,0.99273,1.3239,74.98,-0.2511,0.0814,0.3325,1247.56,0.176612,-348.969693,-348.961119,-348.960175,-349.003436,32.137
gdb_9929,CC1C(C)C1(O)C#N,3.04632,1.54085,1.39749,3.9382,70.11,-0.2704,0.0159,0.2863,984.5389,0.140223,-363.865813,-363.856801,-363.855857,-363.898985,32.445
gdb_105623,CC1OCC1(CO)C#N,2.09185,1.34702,1.1869,2.2228,72.19,-0.2678,0.0131,0.2809,1160.6019,0.14649,-439.074967,-439.065606,-439.064662,-439.109188,33.785
gdb_92578,CC1CC2OCC=CC12,2.61884,1.60499,1.33214,1.1033,83.67,-0.2378,0.019,0.2568,1069.4555,0.184169,-387.087898,-387.079891,-387.078947,-387.120172,31.974
gdb_94072,OC1CCC(CC1)C#C,4.23175,0.91727,0.79274,1.2289,84.75,-0.2583,0.058,0.3163,1442.3004,0.182972,-387.080622,-387.071583,-387.070638,-387.113997,35.457
gdb_19314,C1NC1C#CC1CN1,7.03674,0.81195,0.80782,2.1101,77.47,-0.2301,0.0245,0.2546,1430.9986,0.13153,-342.692151,-342.684197,-342.683253,-342.726303,28.088
gdb_5940,CC(O)(CO)CC#C,4.45071,1.17503,1.16449,1.9488,69.3,-0.2626,0.0386,0.3013,1092.5894,0.150409,-384.908121,-384.89864,-384.897696,-384.941699,35.263
gdb_13337,N=COC1OCC=C1,5.83211,1.2508,1.13329,3.3004,65.7,-0.2619,-0.0034,0.2585,1041.0192,0.119064,-399.797946,-399.790574,-399.789629,-399.830556,26.078
gdb_23443,ON=C1CC2CCCC12,3.566,1.11127,0.95912,0.9869,82.62,-0.2395,0.0074,0.2469,1272.6877,0.172318,-403.113539,-403.105328,-403.104384,-403.14704,31.934
gdb_109758,[NH3+]CC1C(O)C1C([O-])=O,2.66621,1.18832,1.14534,6.4896,68.3,-0.2505,0.0169,0.2673,1162.5229,0.14924,-476.236249,-476.227809,-476.226865,-476.26949,32.114
gdb_30005,Cn1cnc2c1[nH]cn2,3.47041,1.71344,1.15548,7.1654,73.15,-0.1993,0.0214,0.2208,995.4337,0.116201,-413.023306,-413.01602,-413.015076,-413.05517,27.048
gdb_65484,CC1(CC2(CN2)C1)C#N,2.90496,1.22799,1.0198,3.3736,80.21,-0.254,0.0341,0.2881,1219.2271,0.159264,-382.052167,-382.043423,-382.042479,-382.085695,33.298
gdb_45377,O=C1OC2CCC(C2)O1,3.02903,1.65515,1.45481,5.8186,67.19,-0.2766,0.0457,0.3223,942.9745,0.13911,-459.028594,-459.021842,-459.020898,-459.059946,26.849
gdb_123178,C1CC1OCCCCO,7.75605,0.44392,0.43578,0.4869,84.22,-0.2427,0.0794,0.3221,2515.0232,0.203652,-425.396537,-425.385673,-425.384728,-425.434181,38.092
gdb_114879,CCC1CC2OCC=C12,4.03924,1.02873,0.89674,1.6622,85.76,-0.2251,0.0111,0.2362,1366.8558,0.182962,-387.066754,-387.058181,-387.057237,-387.100194,32.735
gdb_78157,OC1C2C1C(=O)CC2=O,2.20834,1.7574,1.28026,3.3437,66.22,-0.2428,-0.0296,0.2132,993.0343,0.111972,-457.791505,-457.783911,-457.782967,-457.823746,29.085
gdb_9519,CCC1(C)CNC1=O,2.68877,1.83519,1.53145,3.3985,71.73,-0.2407,0.0399,0.2806,951.6201,0.164866,-365.096445,-365.087597,-365.086653,-365.12955,32.378
gdb_8510,OC12CC3(O)C1NC23,3.91667,2.12426,1.65494,1.7022,60.66,-0.2264,0.0651,0.2915,774.24,0.118718,-399.69569,-399.688978,-399.688034,-399.725989,27.028
gdb_41749,C1OC2C3CCCC2C13,3.45805,1.51583,1.38035,1.8418,80.68,-0.2282,0.0773,0.3054,1022.8907,0.187229,-387.085791,-387.079065,-387.078121,-387.116497,28.716
gdb_45074,O=C1CN2CC2C1C#C,2.53033,1.67326,1.15028,1.716,73.9,-0.2333,-0.0332,0.2001,1048.0343,0.123574,-400.705882,-400.698027,-400.697083,-400.738607,30.01
gdb_50356,O=CC1OC2CCC2=C1,4.08885,1.11521,1.01368,3.175,76.28,-0.2348,-0.0377,0.1971,1186.8002,0.135262,-421.80162,-421.793786,-421.792842,-421.834924,29.15
gdb_114699,COC1CC2(O)CC2O1,3.7664,1.15531,1.08704,1.2713,71.29,-0.2382,0.0766,0.3148,1179.9424,0.158504,-460.141746,-460.133141,-460.132197,-460.17477,32.977
gdb_8082,CC12CC(C1)CCC2,3.2902,2.03797,1.63454,0.1006,80.89,-0.2716,0.0793,0.3509,911.2146,0.203232,-313.08212,-313.074789,-313.073844,-313.112941,30.522
gdb_52580,CC#CC(C#C)C(C)C,2.02698,1.06367,0.7268,0.7342,93.78,-0.2462,0.0405,0.2867,1618.992,0.178096,-349.904644,-349.893175,-349.892231,-349.9427,40.389
gdb_30155,CC1CC2=C(C)N=CN12,3.58809,1.27138,1.00617,3.9629,83.94,-0.2046,0.0453,0.25,1222.5605,0.160474,-382.088841,-382.080321,-382.079377,-382.122382,31.525
gdb_86645,CC1CN(C=N)C(=O)O1,3.06073,1.3087,1.02579,6.4415,71.81,-0.2532,-0.0053,0.2479,1173.131,0.136542,-455.196015,-455.187376,-455.186432,-455.230177,30.681
gdb_29834,Cc1cc(cn1C)C#N,3.87257,1.06188,0.84215,7.0646,84.76,-0.222,-0.0001,0.2218,1331.6856,0.136796,-380.937148,-380.928275,-380.927331,-380.970993,31.896
gdb_39479,C1C2CCOCC=CC12,2.3247,1.69625,1.20561,1.6707,83.58,-0.2308,0.0049,0.2357,1101.4122,0.185495,-387.06159,-387.05368,-387.052736,-387.093661,31.949
gdb_13029,OC1COC2CC12O,2.57896,2.5135,1.63199,1.9921,59.55,-0.2309,0.0588,0.2896,815.1089,0.130182,-420.84639,-420.838964,-420.83802,-420.877678,28.698
gdb_79363,OC1C2C3COC1OC23,2.50136,2.00266,1.84037,2.022,65.06,-0.2396,0.0775,0.3171,851.3695,0.139047,-458.951391,-458.944836,-458.943892,-458.982107,27.053
gdb_118227,COCC(C)CC(C)C,3.52743,0.61795,0.60295,0.8909,93.99,-0.2504,0.0805,0.3308,2063.5956,0.249135,-390.696302,-390.684166,-390.683222,-390.734247,43.463
gdb_60429,CC(C)[NH2+]CCC([O-])=O,3.30285,0.76935,0.7334,6.3035,79.94,-0.2466,0.0297,0.2763,1655.5437,0.19344,-441.52871,-441.518423,-441.517478,-441.564913,37.3
gdb_131786,c1c(c(n[nH]1)O)CCO,3.29597,0.99318,0.80885,2.0063,70.54,-0.219,0.0258,0.2447,1373.039,0.137076,-455.161441,-455.152552,-455.151608,-455.195723,32.396
gdb_130459,[NH3+]CCN=C1[N-]N=NO1,3.50047,1.18399,0.92636,6.1273,69.33,-0.2283,-0.0287,0.1996,1213.8541,0.125218,-467.324557,-467.316474,-467.31553,-467.357736,29.449
gdb_107043,OCC12CC1C(O)C=C2,3.97907,1.08423,0.96913,2.1839,76.58,-0.2332,0.009,0.2422,1240.347,0.159231,-423.008604,-422.9999,-422.998956,-423.04184,33.368
gdb_98683,CCC(=O)C1CC1(C)O,3.23892,0.90778,0.86559,1.6819,80.9,-0.2411,-0.0113,0.2298,1475.0801,0.179046,-424.243612,-424.23316,-424.232216,-424.279282,38.238
gdb_90108,OC1CC23OC(C2O)C13,2.91548,1.51581,1.34717,3.1479,69.48,-0.2389,0.0421,0.281,993.7379,0.134548,-458.800994,-458.793396,-458.792451,-458.832535,30.816
gdb_18056,C1OC2CCOCC12,3.49603,2.12724,1.57986,0.9167,66.72,-0.2399,0.0773,0.3171,840.8595,0.156869,-384.923051,-384.91644,-384.915496,-384.953872,25.868
gdb_38794,C1C2C3C4CN1C2C3O4,3.16092,2.16607,1.80352,2.2069,73.09,-0.2061,0.0656,0.2716,819.2308,0.151887,-401.867054,-401.861415,-401.860471,-401.896681,25.007
gdb_120954,COCC1OC2CC1C2,4.20762,0.94645,0.91031,1.2078,79.17,-0.2385,0.0838,0.3223,1386.8062,0.183334,-424.19029,-424.181856,-424.180912,-424.224017,32.019
gdb_25723,CC(=O)c1c(cco1)O,2.72523,1.60793,1.01762,2.953,72.63,-0.2277,-0.0492,0.1785,1100.5664,0.112218,-457.826149,-457.818094,-457.81715,-457.859824,29.163
gdb_42244,N=C(C#C)N1CC1C#C,2.96991,1.21431,1.0368,2.9566,80.81,-0.247,-0.0309,0.216,1165.4813,0.109989,-379.565815,-379.556948,-379.556004,-379.599716,32.647
gdb_15303,O=CCC1CC1C#C,4.26228,1.09203,0.93998,2.5443,72.69,-0.2451,-0.0232,0.2219,1198.6251,0.127914,-346.566012,-346.557561,-346.556616,-346.599811,30.183
gdb_94609,CC1CCC1CC1CO1,3.60924,0.84199,0.75552,1.6231,86.14,-0.2609,0.0842,0.3451,1593.9117,0.20547,-388.260745,-388.251259,-388.250315,-388.29581,35.468
gdb_7240,C(=O)NC(=N)C(=O)N,4.89786,1.34037,1.05237,1.6981,57.54,-0.2607,-0.0564,0.2043,1022.3411,0.09648,-431.991629,-431.983893,-431.982949,-432.024012,27.453
gdb_108407,CCC12CCN1C2C=O,2.54956,1.32733,1.12906,2.3157,80.84,-0.24,-0.0345,0.2054,1190.3709,0.169864,-403.116187,-403.107097,-403.106153,-403.150263,33.569
gdb_29787,Cc1c(c(cn1C)O)N,2.45295,1.50855,0.95018,3.3278,80.54,-0.1743,0.0458,0.2201,1233.0646,0.159066,-419.235812,-419.225912,-419.224968,-419.27039,36.034
gdb_83161,CC1C2CNC(=O)CC12,3.02943,1.26776,1.10881,4.0015,78.47,-0.2282,0.0386,0.2669,1171.4735,0.173336,-403.182792,-403.174362,-403.173418,-403.216966,32.27
gdb_27588,C#Cc1cc(ncn1)N,3.79916,1.22094,0.92432,3.6548,82.01,-0.2408,-0.0473,0.1935,1179.6979,0.102557,-395.761632,-395.753993,-395.753049,-395.7936,29.265
gdb_56599,NC(C#N)C(O)C1CN1,3.62841,0.99028,0.90239,3.0444,72.15,-0.2615,0.0073,0.2688,1305.552,0.147682,-435.228502,-435.218931,-435.217987,-435.263212,34.678
gdb_130454,[NH3+]CCC1=NOC([O-])=C1,6.33181,0.76273,0.69759,20.9824,86.75,-0.1196,-0.0573,0.0623,1554.4039,0.137086,-455.057774,-455.04912,-455.048176,-455.09209,31.43
gdb_29089,CC1=COC(=N)C(=O)N1,3.04989,1.45018,0.98892,5.7779,73.57,-0.2183,-0.0407,0.1777,1135.7986,0.113173,-453.992886,-453.984872,-453.983928,-454.025671,29.86
gdb_61679,CC(OC1CCC1)C=O,4.4877,0.78253,0.69367,2.8202,80.23,-0.2516,-0.0267,0.2249,1632.0713,0.179903,-424.219303,-424.209442,-424.208497,-424.25537,35.304
gdb_27869,OC1=NC(O)=NC(=N)N1,2.05531,2.00484,1.01488,2.1159,64.5,-0.231,-0.0239,0.2071,1059.8776,0.092776,-486.143708,-486.136732,-486.135788,-486.175265,26.842
gdb_14082,CN1CC11CNC1=O,3.71521,1.69183,1.40823,4.6036,66.98,-0.2331,0.0231,0.2563,916.3213,0.130228,-379.902975,-379.895171,-379.894227,-379.935092,28.418
gdb_109185,CN=C1CN=C(N1)CO,2.85293,1.12986,0.83712,2.4636,77.0,-0.224,-0.0072,0.2168,1362.0806,0.147621,-435.28445,-435.275111,-435.274167,-435.319248,33.217
gdb_112230,[NH3+]CC1[N-]C(=O)C1C#N,1.86085,0.68816,0.56075,5.7668,74.77,-0.2742,-0.0599,0.2142,1911.3703,0.120672,-434.100705,-434.089729,-434.088785,-434.14218,35.163
gdb_53941,CC(N)(C(N)=[NH2+])C([O-])=O,1.73329,1.20539,0.97148,2.2084,72.09,-0.1663,0.0331,0.1994,1327.973,0.14432,-472.453268,-472.44141,-472.440465,-472.492683,39.587
gdb_108283,CCC12COC1C(=N)O2,2.78191,1.40979,1.09232,3.6117,73.53,-0.2589,0.0043,0.2632,1147.7129,0.147118,-439.059737,-439.051387,-439.050443,-439.092943,31.214
